path,noisy_labels_0,noisy_labels_1,noisy_labels_5,noisy_labels_25,noisy_labels_50,is_valid
train/n03417042/n03417042_10073.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03394916/n03394916_43973.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03000684/n03000684_16448.JPEG,n03000684,n01440764,n03000684,n03000684,n03000684,FALSE
train/n03000684/n03000684_5243.JPEG,n03000684,n03000684,n03000684,n03888257,n03000684,FALSE
train/n03445777/n03445777_15776.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03417042/n03417042_10796.JPEG,n03417042,n03417042,n03417042,n03417042,n03445777,FALSE
train/n03394916/n03394916_43947.JPEG,n03394916,n03394916,n03394916,n02102040,n03394916,FALSE
train/n03888257/n03888257_39543.JPEG,n03888257,n03888257,n03888257,n03888257,n03000684,FALSE
train/n03000684/n03000684_11208.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03445777/n03445777_16294.JPEG,n03445777,n03445777,n03445777,n03445777,n01440764,FALSE
train/n02102040/n02102040_5449.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03028079/n03028079_7309.JPEG,n03028079,n03028079,n03445777,n03028079,n03028079,FALSE
train/n02979186/ILSVRC2012_val_00042347.JPEG,n02979186,n02979186,n02979186,n02979186,n03000684,FALSE
train/n03028079/n03028079_86729.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n02102040/n02102040_979.JPEG,n02102040,n02102040,n01440764,n02979186,n02102040,FALSE
train/n03028079/n03028079_9099.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03417042/n03417042_8654.JPEG,n03417042,n03417042,n03417042,n03417042,n02102040,FALSE
train/n03000684/n03000684_21725.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03445777/n03445777_278.JPEG,n03445777,n03445777,n03445777,n02979186,n03445777,FALSE
train/n03417042/n03417042_26865.JPEG,n03417042,n03417042,n03417042,n03000684,n01440764,FALSE
train/n03425413/n03425413_18216.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n02979186/n02979186_5404.JPEG,n02979186,n02979186,n02979186,n02979186,n03417042,FALSE
train/n03394916/n03394916_38208.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n02979186/n02979186_7627.JPEG,n02979186,n02979186,n02979186,n02979186,n03394916,FALSE
train/n03000684/n03000684_5543.JPEG,n03000684,n03000684,n03000684,n03000684,n03417042,FALSE
train/n02979186/n02979186_25278.JPEG,n02979186,n02979186,n02979186,n03888257,n03425413,FALSE
train/n03417042/n03417042_10289.JPEG,n03417042,n03417042,n03417042,n03417042,n03000684,FALSE
train/n03425413/n03425413_15919.JPEG,n03425413,n03425413,n01440764,n02102040,n03394916,FALSE
train/n02102040/n02102040_759.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03445777/n03445777_10499.JPEG,n03445777,n03445777,n03445777,n03445777,n01440764,FALSE
train/n03445777/n03445777_10759.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03888257/n03888257_383.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03445777/n03445777_9207.JPEG,n03445777,n03445777,n03445777,n03445777,n03417042,FALSE
train/n03028079/n03028079_198.JPEG,n03028079,n03028079,n03028079,n01440764,n01440764,FALSE
train/n03445777/n03445777_584.JPEG,n03445777,n03445777,n03445777,n03417042,n03445777,FALSE
train/n03445777/n03445777_6019.JPEG,n03445777,n03445777,n03445777,n03028079,n02102040,FALSE
train/n03888257/n03888257_17175.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n01440764/n01440764_6714.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n01440764/n01440764_14098.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03394916/n03394916_26448.JPEG,n03394916,n03394916,n03394916,n03000684,n03888257,FALSE
train/n03888257/n03888257_59415.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n01440764/ILSVRC2012_val_00034654.JPEG,n01440764,n01440764,n01440764,n01440764,n02979186,FALSE
train/n03425413/n03425413_1306.JPEG,n03425413,n03425413,n03425413,n03888257,n03888257,FALSE
train/n03028079/n03028079_22628.JPEG,n03028079,n03028079,n03028079,n03028079,n03425413,FALSE
train/n01440764/n01440764_13464.JPEG,n01440764,n01440764,n01440764,n01440764,n03417042,FALSE
train/n01440764/n01440764_12037.JPEG,n01440764,n01440764,n01440764,n03445777,n03000684,FALSE
train/n03888257/n03888257_50059.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03000684/n03000684_16289.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03445777/n03445777_2417.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03000684/n03000684_2867.JPEG,n03000684,n03000684,n03000684,n03000684,n03888257,FALSE
train/n03417042/n03417042_6823.JPEG,n03417042,n03417042,n03417042,n01440764,n03394916,FALSE
train/n03888257/n03888257_13283.JPEG,n03888257,n03888257,n03888257,n03888257,n03000684,FALSE
train/n03445777/n03445777_6515.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n01440764/n01440764_11063.JPEG,n01440764,n01440764,n01440764,n01440764,n03445777,FALSE
train/n03425413/n03425413_8428.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03417042/n03417042_14567.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03394916/n03394916_25036.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03394916/n03394916_17067.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03445777/n03445777_4398.JPEG,n03445777,n03445777,n03445777,n03445777,n02979186,FALSE
train/n03028079/n03028079_4263.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03028079/n03028079_15618.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03425413/n03425413_22005.JPEG,n03425413,n03394916,n03888257,n03000684,n03425413,FALSE
train/n03888257/n03888257_34023.JPEG,n03888257,n03888257,n03888257,n02102040,n01440764,FALSE
train/n03888257/n03888257_11494.JPEG,n03888257,n03888257,n03888257,n03417042,n03394916,FALSE
train/n03417042/n03417042_8953.JPEG,n03417042,n03417042,n03417042,n03028079,n03888257,FALSE
train/n03028079/n03028079_6646.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n02979186/n02979186_15824.JPEG,n02979186,n02979186,n02979186,n03000684,n02979186,FALSE
train/n03417042/n03417042_5707.JPEG,n03417042,n03417042,n03417042,n03028079,n03417042,FALSE
train/n03425413/n03425413_21514.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03425413/n03425413_17338.JPEG,n03425413,n03425413,n03425413,n03394916,n03425413,FALSE
train/n03445777/ILSVRC2012_val_00031486.JPEG,n03445777,n03445777,n03445777,n03445777,n03888257,FALSE
train/n03888257/n03888257_9458.JPEG,n03888257,n03888257,n03888257,n03888257,n03417042,FALSE
train/n03394916/n03394916_39096.JPEG,n03394916,n03394916,n03394916,n02102040,n03394916,FALSE
train/n03888257/n03888257_23338.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03888257/n03888257_3875.JPEG,n03888257,n03888257,n03888257,n03888257,n03000684,FALSE
train/n03000684/n03000684_7583.JPEG,n03000684,n03000684,n03000684,n01440764,n03888257,FALSE
train/n03394916/n03394916_4867.JPEG,n03394916,n03394916,n02102040,n03394916,n03394916,FALSE
train/n02979186/n02979186_4704.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n02979186/n02979186_10568.JPEG,n02979186,n02979186,n02979186,n02979186,n03000684,FALSE
train/n03445777/n03445777_4173.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n02102040/n02102040_8296.JPEG,n02102040,n02102040,n02102040,n02102040,n03888257,FALSE
train/n03445777/n03445777_147.JPEG,n03445777,n03445777,n03394916,n02102040,n03445777,FALSE
train/n01440764/n01440764_1995.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03028079/ILSVRC2012_val_00049943.JPEG,n03028079,n03028079,n03028079,n03445777,n03028079,FALSE
train/n03000684/n03000684_927.JPEG,n03000684,n03000684,n03000684,n03000684,n03425413,FALSE
train/n03394916/n03394916_51735.JPEG,n03394916,n03394916,n03394916,n03394916,n02102040,FALSE
train/n03445777/n03445777_6918.JPEG,n03445777,n03445777,n03445777,n03445777,n03425413,FALSE
train/n03028079/n03028079_2375.JPEG,n03028079,n03028079,n03028079,n03445777,n01440764,FALSE
train/n01440764/n01440764_724.JPEG,n01440764,n01440764,n01440764,n03445777,n01440764,FALSE
train/n03394916/n03394916_72419.JPEG,n03394916,n03394916,n03394916,n02102040,n03000684,FALSE
train/n03417042/n03417042_7005.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03028079/n03028079_3786.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n02102040/n02102040_3668.JPEG,n02102040,n02102040,n02102040,n03000684,n03417042,FALSE
train/n02979186/n02979186_13443.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03445777/n03445777_886.JPEG,n03445777,n03445777,n03445777,n03445777,n03425413,FALSE
train/n02979186/n02979186_10755.JPEG,n02979186,n02979186,n02979186,n02979186,n03888257,FALSE
train/n02979186/n02979186_21847.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03425413/n03425413_16417.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03425413/ILSVRC2012_val_00005183.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,FALSE
train/n03425413/n03425413_31464.JPEG,n03425413,n03425413,n02102040,n01440764,n03425413,FALSE
train/n03425413/n03425413_7378.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n01440764/n01440764_4616.JPEG,n01440764,n01440764,n01440764,n03425413,n01440764,FALSE
train/n02102040/n02102040_1227.JPEG,n02102040,n02102040,n02102040,n03394916,n01440764,FALSE
train/n01440764/n01440764_5345.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03425413/n03425413_11325.JPEG,n03425413,n03425413,n03425413,n03028079,n02102040,FALSE
train/n01440764/n01440764_5148.JPEG,n01440764,n01440764,n01440764,n02979186,n01440764,FALSE
train/n02979186/n02979186_16764.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03028079/n03028079_12389.JPEG,n03028079,n03028079,n03028079,n03028079,n03445777,FALSE
train/n03028079/n03028079_2437.JPEG,n03028079,n03028079,n03028079,n03028079,n02102040,FALSE
train/n03417042/n03417042_234.JPEG,n03417042,n03417042,n03417042,n03417042,n03028079,FALSE
train/n03000684/n03000684_8368.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03028079/n03028079_3264.JPEG,n03028079,n03028079,n03028079,n01440764,n03028079,FALSE
train/n03028079/n03028079_66674.JPEG,n03028079,n03028079,n03028079,n01440764,n03028079,FALSE
train/n03425413/n03425413_15395.JPEG,n03425413,n03425413,n03425413,n03425413,n02979186,FALSE
train/n03445777/n03445777_9138.JPEG,n03445777,n03445777,n03445777,n03445777,n01440764,FALSE
train/n01440764/ILSVRC2012_val_00007197.JPEG,n01440764,n01440764,n02979186,n01440764,n01440764,FALSE
train/n03394916/n03394916_4869.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03417042/n03417042_3479.JPEG,n03417042,n03417042,n03417042,n03417042,n03000684,FALSE
train/n03425413/n03425413_1296.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n02979186/n02979186_15079.JPEG,n02979186,n02979186,n02979186,n03000684,n03888257,FALSE
train/n03417042/n03417042_19838.JPEG,n03417042,n03417042,n03417042,n03417042,n02102040,FALSE
train/n01440764/n01440764_7267.JPEG,n01440764,n01440764,n01440764,n01440764,n03888257,FALSE
train/n03394916/n03394916_65604.JPEG,n03394916,n03394916,n03394916,n03394916,n02979186,FALSE
train/n03417042/n03417042_4516.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n03000684/n03000684_18617.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03028079/n03028079_6077.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n01440764/n01440764_23447.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03445777/n03445777_7758.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n02979186/n02979186_25217.JPEG,n02979186,n02979186,n02979186,n02979186,n03417042,FALSE
train/n03888257/n03888257_11699.JPEG,n03888257,n03888257,n03888257,n03888257,n01440764,FALSE
train/n01440764/n01440764_1666.JPEG,n01440764,n01440764,n01440764,n01440764,n03394916,FALSE
train/n03425413/n03425413_3634.JPEG,n03425413,n03425413,n03425413,n03425413,n02979186,FALSE
train/n02979186/n02979186_66.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03425413/n03425413_9839.JPEG,n03425413,n03425413,n03425413,n03394916,n03028079,FALSE
train/n03028079/n03028079_20298.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03425413/n03425413_15773.JPEG,n03425413,n03417042,n03425413,n03425413,n03425413,FALSE
train/n03417042/n03417042_24785.JPEG,n03417042,n03417042,n03417042,n03417042,n03028079,FALSE
train/n03425413/n03425413_14536.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,FALSE
train/n03028079/n03028079_13983.JPEG,n03028079,n03028079,n03028079,n03028079,n03000684,FALSE
train/n03417042/n03417042_10318.JPEG,n03417042,n03417042,n03417042,n03394916,n01440764,FALSE
train/n02979186/n02979186_14496.JPEG,n02979186,n02979186,n02979186,n02979186,n03425413,FALSE
train/n03445777/n03445777_10616.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n02102040/n02102040_3843.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n02102040/n02102040_735.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n01440764/ILSVRC2012_val_00024327.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03888257/n03888257_13016.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03417042/n03417042_23057.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n02102040/n02102040_5898.JPEG,n02102040,n02102040,n02102040,n02979186,n02102040,FALSE
train/n03394916/n03394916_16698.JPEG,n03394916,n03394916,n03394916,n03394916,n03425413,FALSE
train/n02102040/n02102040_4957.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03445777/n03445777_7616.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n02979186/n02979186_11534.JPEG,n02979186,n02979186,n02979186,n02979186,n03445777,FALSE
train/n03028079/n03028079_2756.JPEG,n03028079,n03028079,n03445777,n03028079,n03028079,FALSE
train/n02102040/n02102040_2248.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03394916/n03394916_15755.JPEG,n03394916,n03394916,n03394916,n03394916,n02979186,FALSE
train/n03425413/n03425413_21766.JPEG,n03425413,n03425413,n03425413,n03000684,n03445777,FALSE
train/n01440764/n01440764_5535.JPEG,n01440764,n01440764,n01440764,n01440764,n03028079,FALSE
train/n03425413/ILSVRC2012_val_00002049.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03394916/n03394916_30289.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03417042/n03417042_4975.JPEG,n03417042,n03417042,n03417042,n03417042,n03028079,FALSE
train/n03417042/n03417042_12765.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
train/n02102040/n02102040_3705.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03445777/n03445777_15958.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03445777/n03445777_153.JPEG,n03445777,n03445777,n03445777,n03445777,n03425413,FALSE
train/n03445777/n03445777_3064.JPEG,n03445777,n03445777,n03445777,n03445777,n02102040,FALSE
train/n03394916/n03394916_36293.JPEG,n03394916,n03000684,n03394916,n03394916,n03394916,FALSE
train/n03417042/n03417042_21004.JPEG,n03417042,n03417042,n03417042,n03000684,n03417042,FALSE
train/n03000684/n03000684_15083.JPEG,n03000684,n03000684,n03000684,n03000684,n02102040,FALSE
train/n03000684/n03000684_7876.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03888257/ILSVRC2012_val_00020698.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n02102040/n02102040_4103.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03445777/n03445777_2634.JPEG,n03445777,n03445777,n03445777,n03445777,n03417042,FALSE
train/n02102040/n02102040_565.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03028079/n03028079_10449.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n02979186/n02979186_9284.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n02979186/n02979186_22037.JPEG,n02979186,n02979186,n02979186,n03028079,n03394916,FALSE
train/n02979186/n02979186_22076.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03394916/n03394916_30866.JPEG,n03394916,n03394916,n03394916,n03394916,n03000684,FALSE
train/n03000684/n03000684_455.JPEG,n03000684,n03000684,n03000684,n03000684,n01440764,FALSE
train/n02102040/n02102040_2257.JPEG,n02102040,n02102040,n02102040,n02102040,n02979186,FALSE
train/n03445777/n03445777_15963.JPEG,n03445777,n03445777,n03445777,n03445777,n03000684,FALSE
train/n03000684/n03000684_10665.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03394916/n03394916_38203.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03888257/n03888257_11056.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03000684/n03000684_20578.JPEG,n03000684,n03000684,n03000684,n03888257,n01440764,FALSE
train/n02979186/n02979186_6989.JPEG,n02979186,n02979186,n02979186,n02979186,n03000684,FALSE
train/n03000684/n03000684_1326.JPEG,n03000684,n03000684,n03394916,n03000684,n03888257,FALSE
train/n03425413/n03425413_14983.JPEG,n03425413,n03425413,n03425413,n03888257,n03445777,FALSE
train/n02102040/n02102040_4074.JPEG,n02102040,n02102040,n02102040,n02102040,n03394916,FALSE
train/n03417042/n03417042_28078.JPEG,n03417042,n03417042,n03417042,n03417042,n02979186,FALSE
train/n03888257/n03888257_8936.JPEG,n03888257,n03888257,n03888257,n02102040,n03888257,FALSE
train/n03888257/n03888257_35407.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n03394916/n03394916_36154.JPEG,n03394916,n03394916,n03425413,n03394916,n03394916,FALSE
train/n03888257/n03888257_18208.JPEG,n03888257,n03888257,n03888257,n03425413,n03888257,FALSE
train/n03394916/n03394916_18396.JPEG,n03394916,n03394916,n03394916,n03394916,n02102040,FALSE
train/n02979186/n02979186_10598.JPEG,n02979186,n02979186,n02979186,n03417042,n02979186,FALSE
train/n03000684/n03000684_4545.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03417042/n03417042_11704.JPEG,n03417042,n03417042,n03417042,n03417042,n03445777,FALSE
train/n03425413/n03425413_11177.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03000684/n03000684_11778.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n02102040/n02102040_3867.JPEG,n02102040,n02102040,n02102040,n02102040,n03000684,FALSE
train/n02102040/n02102040_1003.JPEG,n02102040,n02102040,n02102040,n02102040,n03888257,FALSE
train/n03028079/n03028079_10376.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03028079/ILSVRC2012_val_00027385.JPEG,n03028079,n03028079,n03028079,n02979186,n03028079,FALSE
train/n02979186/n02979186_15323.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03445777/n03445777_2597.JPEG,n03445777,n03445777,n03445777,n03445777,n03394916,FALSE
train/n02102040/ILSVRC2012_val_00048914.JPEG,n02102040,n02102040,n02102040,n03417042,n03028079,FALSE
train/n03417042/n03417042_7376.JPEG,n03417042,n03417042,n03417042,n03417042,n03445777,FALSE
train/n03028079/n03028079_36858.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03000684/n03000684_27173.JPEG,n03000684,n03000684,n03000684,n02102040,n03000684,FALSE
train/n02979186/n02979186_258.JPEG,n02979186,n02979186,n03888257,n02979186,n03425413,FALSE
train/n03000684/n03000684_1696.JPEG,n03000684,n03000684,n03000684,n03000684,n03417042,FALSE
train/n02102040/n02102040_3759.JPEG,n02102040,n02102040,n02102040,n02102040,n03028079,FALSE
train/n03000684/n03000684_19438.JPEG,n03000684,n03000684,n03000684,n03000684,n03425413,FALSE
train/n02979186/n02979186_10437.JPEG,n02979186,n02979186,n02979186,n03000684,n03000684,FALSE
train/n03028079/n03028079_49798.JPEG,n03028079,n03028079,n03028079,n03028079,n02979186,FALSE
train/n03000684/n03000684_8864.JPEG,n03000684,n03000684,n03000684,n03000684,n02102040,FALSE
train/n02979186/n02979186_35.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n03888257/n03888257_55677.JPEG,n03888257,n03888257,n03888257,n01440764,n01440764,FALSE
train/n03888257/n03888257_13944.JPEG,n03888257,n03888257,n03888257,n03425413,n03417042,FALSE
train/n01440764/n01440764_2803.JPEG,n01440764,n01440764,n03425413,n01440764,n03445777,FALSE
train/n03028079/n03028079_10943.JPEG,n03028079,n03028079,n03028079,n01440764,n03425413,FALSE
train/n03000684/ILSVRC2012_val_00028196.JPEG,n03000684,n03000684,n03000684,n03000684,n03028079,FALSE
train/n02102040/ILSVRC2012_val_00015694.JPEG,n02102040,n02102040,n02102040,n03417042,n02102040,FALSE
train/n02102040/n02102040_4255.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03425413/n03425413_13257.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03888257/n03888257_20447.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n02979186/n02979186_22164.JPEG,n02979186,n02979186,n02979186,n02102040,n03028079,FALSE
train/n03445777/n03445777_9914.JPEG,n03445777,n03445777,n03445777,n03445777,n03000684,FALSE
train/n03028079/n03028079_17699.JPEG,n03028079,n03028079,n03028079,n03028079,n03394916,FALSE
train/n02979186/n02979186_10056.JPEG,n02979186,n02979186,n02979186,n02979186,n03425413,FALSE
train/n02102040/n02102040_118.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03888257/n03888257_36686.JPEG,n03888257,n03888257,n03888257,n03888257,n03888257,FALSE
train/n02102040/n02102040_1808.JPEG,n02102040,n02102040,n02102040,n02102040,n03417042,FALSE
train/n03888257/n03888257_43663.JPEG,n03888257,n03888257,n03888257,n03888257,n02102040,FALSE
train/n03000684/n03000684_929.JPEG,n03000684,n03000684,n03000684,n03028079,n01440764,FALSE
train/n03394916/n03394916_28258.JPEG,n03394916,n03394916,n03000684,n03394916,n03417042,FALSE
train/n02979186/n02979186_3435.JPEG,n02979186,n02979186,n02979186,n02979186,n02102040,FALSE
train/n02102040/n02102040_8139.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n03445777/n03445777_8056.JPEG,n03445777,n03445777,n03445777,n03445777,n03888257,FALSE
train/n03445777/n03445777_7196.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03888257/n03888257_30158.JPEG,n03888257,n03888257,n03888257,n03888257,n03000684,FALSE
train/n03445777/n03445777_743.JPEG,n03445777,n03445777,n03445777,n03445777,n03445777,FALSE
train/n03394916/n03394916_9925.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03417042/n03417042_1218.JPEG,n03417042,n03417042,n03417042,n03888257,n03417042,FALSE
train/n03028079/n03028079_573.JPEG,n03028079,n03028079,n03028079,n03000684,n03028079,FALSE
train/n03888257/n03888257_13276.JPEG,n03888257,n03888257,n03888257,n03888257,n03394916,FALSE
train/n03028079/n03028079_14639.JPEG,n03028079,n03028079,n03028079,n03000684,n03000684,FALSE
train/n03425413/n03425413_7826.JPEG,n03425413,n03425413,n03425413,n03394916,n03028079,FALSE
train/n03425413/n03425413_23604.JPEG,n03425413,n03425413,n03028079,n03425413,n03425413,FALSE
train/n03394916/n03394916_40167.JPEG,n03394916,n03394916,n03394916,n03028079,n02102040,FALSE
train/n03000684/n03000684_2106.JPEG,n03000684,n03000684,n03000684,n03000684,n03000684,FALSE
train/n03394916/n03394916_46989.JPEG,n03394916,n03394916,n03394916,n03394916,n03445777,FALSE
train/n02979186/n02979186_23516.JPEG,n02979186,n02979186,n02979186,n03445777,n02979186,FALSE
train/n03425413/n03425413_15503.JPEG,n03425413,n03425413,n03425413,n03425413,n03425413,FALSE
train/n03425413/n03425413_20814.JPEG,n03425413,n03425413,n03425413,n03888257,n03425413,FALSE
train/n03394916/n03394916_33423.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n01440764/n01440764_2043.JPEG,n01440764,n01440764,n01440764,n01440764,n01440764,FALSE
train/n03000684/n03000684_16018.JPEG,n03000684,n03000684,n03000684,n03000684,n03028079,FALSE
train/n03394916/n03394916_11495.JPEG,n03394916,n02102040,n03394916,n03394916,n02102040,FALSE
train/n03445777/n03445777_5909.JPEG,n03445777,n03445777,n03445777,n02102040,n03445777,FALSE
train/n03417042/n03417042_8054.JPEG,n03417042,n03417042,n03417042,n03417042,n03888257,FALSE
train/n03888257/n03888257_8806.JPEG,n03888257,n03888257,n03888257,n03000684,n03888257,FALSE
train/n03394916/n03394916_34338.JPEG,n03394916,n03394916,n03394916,n03394916,n03394916,FALSE
train/n03888257/ILSVRC2012_val_00009873.JPEG,n03888257,n03888257,n03888257,n03888257,n03417042,FALSE
train/n03000684/n03000684_1148.JPEG,n03000684,n03000684,n03000684,n03425413,n02102040,FALSE
train/n02979186/n02979186_9527.JPEG,n02979186,n02979186,n02979186,n03445777,n03425413,FALSE
train/n02979186/n02979186_409.JPEG,n02979186,n02979186,n02979186,n02979186,n02979186,FALSE
train/n02102040/n02102040_676.JPEG,n02102040,n02102040,n02102040,n02102040,n02102040,FALSE
train/n02102040/n02102040_6846.JPEG,n02102040,n02102040,n03000684,n02102040,n02102040,FALSE
train/n03000684/n03000684_3749.JPEG,n03000684,n03000684,n03000684,n03000684,n03888257,FALSE
train/n03425413/n03425413_4827.JPEG,n03425413,n03425413,n03425413,n03888257,n03394916,FALSE
train/n03425413/n03425413_21508.JPEG,n03425413,n03425413,n03425413,n03425413,n02102040,FALSE
train/n03425413/n03425413_9236.JPEG,n03425413,n03425413,n03425413,n03425413,n01440764,FALSE
train/n02979186/n02979186_20285.JPEG,n02979186,n02979186,n02979186,n01440764,n02979186,FALSE
train/n03028079/n03028079_15726.JPEG,n03028079,n03028079,n03028079,n03028079,n03028079,FALSE
train/n03417042/n03417042_7497.JPEG,n03417042,n03417042,n03417042,n03417042,n03417042,FALSE
